Index	NumberPSM	ProteinID	MaxPepProb	ReferenceIntensity	126	127N	127C	128N	128C	129N	129C	130N	130C	131N	RefInt_TMT10_FP18_chimerys
REG3A	1	Q06141	0.9989	19.64677929800021	19.41992855593761	NA	15.443251428927661	19.796331113030657	16.052076459191987	20.226810320995074	20.882491997349618	20.19300406145903	17.366689125864873	20.11481574371864	19.64677929800021
REL	1	Q04864	0.9038	18.67347440166691	18.91780867331702	13.90554152829361	16.272353163584135	19.907181614320603	15.587802712961363	19.200942016997757	19.161285482575128	19.23332452775817	16.142456008001727	19.37754025388398	18.67347440166691
RELA	18	Q04206	1.0	24.58942859940498	24.661840172109116	20.966726434613644	21.90793118344307	25.33464706406596	21.81753613509969	25.19604576591036	25.128363504845236	25.094634318583964	21.47485475963137	25.285551374370378	24.58942859940498
RELB	1	Q01201	1.0	19.074031319106478	19.260168699394754	16.70857317518514	16.52569732147317	19.55697280137538	17.860183325669833	20.02029903530272	19.913081556925505	19.50174744861435	17.19411770846843	19.491967667735363	19.074031319106478
RELCH	6	Q9P260	1.0	21.702687720182496	21.956686611828466	18.517632568750024	18.705640374402495	22.75235784696666	19.174634137537044	22.198780353205333	22.259470823047366	22.21071174361919	19.056390246232116	22.28369376168709	21.702687720182496
RENBP	9	P51606	1.0	25.583734793680176	25.78108152719788	21.85534588392559	22.818918835125828	27.30536348227317	22.90416262790861	26.17768825204717	26.099282875672266	25.752463538581804	22.516987545968625	25.645041174343778	25.583734793680176
REPS1	4	Q96D71	1.0	21.658391386130383	21.807234300555756	17.411580329653297	19.141257813383618	22.607639964690428	17.95030988310692	21.963226414697573	22.08805434837752	22.157145665630946	18.499498898594496	22.957532459844657	21.658391386130383
REPS2	2	Q8NFH8	0.9995	20.89178080455891	20.861373319599572	17.079875986966776	18.170936865248784	21.83812808085801	18.36545318933301	21.5964690106626	21.42353401145254	21.48964221161138	18.349378645429475	21.780875158184877	20.89178080455891
RER1	7	O15258	1.0	24.11052585703336	24.284109937723084	19.514564018854287	21.40378079959016	25.01611672690618	20.822345155142823	24.872676467843554	24.932135159153894	24.949668526645702	21.434396815118937	24.297163012579382	24.11052585703336
RERE	1	Q9P2R6	0.9948	19.816384986967474	19.481265490826203	16.345310657525154	17.105664568578234	21.952007619597577	16.871311362969287	20.219451701420716	19.554117977036455	20.04819231442764	16.53722010515236	19.826198271530032	19.816384986967474
RETN	1	Q9HD89	1.0	18.829118661371584	19.184702755483485	14.77254484310782	16.024136269846057	19.007198717948913	15.672157802403254	19.32707343113587	19.063645565732937	19.651928907546257	15.638401317622908	20.318001716162694	18.829118661371584
RETREG2	1	Q8NC44	1.0	18.66030454212155	18.328117704314945	NA	15.715499936987325	20.17700115159227	NA	18.684307293340098	17.817853146642683	18.2193349623006	NA	18.513631361208233	18.66030454212155
RETREG3	3	Q86VR2	0.9999	24.269742821227517	24.185323458142474	19.977616037213256	21.141446900816913	25.783185004918817	21.35403912190782	24.948313994098132	24.44820003244222	24.726875999862703	20.702382712391724	25.246384962321304	24.269742821227517
RETSAT	30	Q6NUM9	1.0	25.947159914482437	26.243027417219974	21.664829955392424	23.44551373958001	26.38983770670565	22.653436747142113	26.479445966879755	26.44787739467346	27.02217989186108	23.003134313700567	26.53500187891162	25.947159914482437
REXO2	5	Q9Y3B8	1.0	22.607594229178194	23.027704778050794	18.379728427919503	20.3355567842682	23.531322594962525	19.077638385803194	23.342137035141153	23.546566701092676	23.19806176559553	20.097490176200626	22.616828698236617	22.607594229178194
REXO4	3	Q9GZR2	0.9966	21.006965434835525	20.69492558840935	17.233349620896615	18.143981069645474	22.559820406126857	17.852539493973648	21.43393935362525	21.265140930053562	21.38465077845607	18.20113481543743	21.682526998511488	21.006965434835525
RFC1	16	P35251	1.0	23.44488748133094	22.517095252590707	19.32471743227482	19.819977221367374	25.729336750801142	20.23413761025868	23.68297398702499	22.993294016144922	23.142942806501907	19.79054860807841	23.178319349293655	23.44488748133094
RFC2	15	P35250	1.0	23.375340937981473	23.085366384242395	19.18101751465501	20.001092599475818	25.41308828043953	20.014595765576217	23.77891696807524	23.161375779555478	23.369105295153044	19.73339858791115	23.43268778239328	23.375340937981473
RFC3	10	P40938	1.0	24.701619407103994	24.50720200237368	20.41388191972426	21.90639713614764	26.564868604275354	21.360819401515467	25.054761490497942	24.720778112334706	24.52525731891238	21.711925387809092	24.926095739209714	24.701619407103994
RFC4	14	P35249	1.0	23.791540946568766	23.601034203400143	19.906384653113513	20.544940846626446	25.612971157998793	20.294352791191255	24.306142160150078	23.924289212755564	24.05140371954541	20.380396224753046	23.983685949184256	23.791540946568766
RFC5	18	P40937	1.0	22.893797537392587	22.59500425388416	18.88466598932182	19.473922678666202	24.86399832538254	19.562519374665282	23.37962915207255	23.012758338926947	23.02531805868447	19.505771039892196	23.140152042795147	22.893797537392587
RFK	1	Q969G6	0.9852	20.260388722737325	20.661921762202457	NA	18.240965574137732	21.311074002255094	17.091454229197446	20.678893738025014	20.426283774283476	20.393283520536833	17.453733972440634	20.89443322563073	20.260388722737325
RFT1	4	Q96AA3	1.0	22.25194631873096	22.090168229210164	18.65311131384951	19.402393313091927	23.83557456805929	19.640816556232917	22.934752091162586	22.569277376264676	22.712715403549282	19.836128890143364	22.233115726957465	22.25194631873096
RFTN1	7	Q14699	1.0	22.943902934157048	22.731773093854137	18.80499809149863	19.574443233882256	24.162186937156445	20.6370837995306	23.16566046846967	23.040916951635598	23.675783137984265	20.0472663824615	24.02178855581348	22.943902934157048
RFX5	1	P48382	0.9978	22.64787055576333	22.715883900095736	18.955690413827153	20.289709440505348	24.115208047753377	20.094595625663704	23.21094501554252	23.00891474744661	23.180510931125607	20.04716578913668	23.10272321999922	22.64787055576333
RGL2	2	O15211	1.0	20.71950694461455	20.811415374667817	16.515564629603855	18.09015628589034	21.905686842241447	17.764476354510876	21.36995024015859	21.29564519750714	21.35792242790769	17.599044545866946	21.349110952809745	20.71950694461455
RGN	38	Q15493	1.0	26.28831356505665	27.14201149235352	22.176013849675815	24.280231331932452	26.535894559393775	23.03308060496193	26.79809108661576	26.968511567290957	26.88655831729703	23.44785465686041	26.64013265565891	26.28831356505665
RGP1	2	Q92546	1.0	19.679226884655424	20.04659382048235	15.24004287429238	16.997736078363744	20.822900932199502	16.524883625127398	20.51793357414105	20.50919504863014	20.00807419330704	16.979341766615256	19.91685625257747	19.679226884655424
RGPD3	2	A6NKT7	1.0	22.223374523356945	22.349497006149143	18.005339389148386	19.051840161452677	23.68720101172423	18.75324335616111	22.9794052756774	22.59129881677703	22.567572035296855	19.372357853492634	22.77025666330818	22.223374523356945
RHBDD1	2	Q8TEB9	1.0	20.04397537227792	20.468483621571124	14.945976079437452	17.698126747570583	20.815174141824485	16.931186524838164	20.66474480474348	20.38131148281598	20.655593817695976	17.14066118262744	20.582382658595602	20.04397537227792
RHBDD3	1	Q9Y3P4	1.0	17.345519382210362	18.17792979644851	NA	15.05854828748742	17.684642220842257	13.612318990324782	17.52950263814796	16.7538691308262	18.527402744104425	14.405452523355319	17.906844861177294	17.345519382210362
RHEB	6	Q15382	1.0	23.488500151220645	23.654718352897586	19.49975270665094	21.035855173694742	24.852717988092223	19.891316030640255	24.134667070481346	24.0662232588394	23.63084419501433	20.785518640548936	23.9039582768978	23.488500151220645
RHOA	6	P61586	1.0	23.47226285414843	23.12508982745025	18.989289408719788	20.23157369236543	24.713371684771968	19.49754950931111	23.69797377318215	23.725664507361305	23.291724303598883	20.13039936305305	23.6743954742283	23.47226285414843
RHOB	4	P62745	1.0	23.078427365081406	23.042491677951364	18.609887469200157	20.003722610898663	23.562936490250262	20.017607655015944	23.666095485548322	23.779913326589366	24.17788678042867	20.213749463387003	23.850870655909123	23.078427365081406
RHOC	29	P08134	1.0	26.897111493475943	27.06343877155668	22.702161153431277	24.16888818632269	28.198113770689655	23.68907824441369	27.424008747701055	27.45047666318139	27.419051652305395	23.9202021719347	27.480425562415025	26.897111493475943
RHOG	20	P84095	1.0	23.641057165964003	23.577356045425656	19.544357439439953	20.810200523281594	24.405174844055338	20.489402392042493	24.374888108504024	24.303008442655496	24.28893010333375	21.114495026149413	24.28006140397685	23.641057165964003
RHOT1	17	Q8IXI2	1.0	23.058188815787016	23.07255824144825	19.174384058980657	19.92557827790983	24.464475017775126	20.291926243267042	23.62951846583263	23.28073935428149	23.62706484766251	20.23781216136662	23.45407459741472	23.058188815787016
RHOT2	14	Q8IXI1	1.0	22.62923641637814	22.889381845699628	18.9194164667136	19.744956175615094	23.7266929797967	19.369365708961517	23.139093322146174	23.00615124890874	23.357577445121915	19.403702397388383	23.072210411015178	22.62923641637814
RHPN2	4	Q8IUC4	0.9999	21.46020262258504	21.55240346096207	17.263284191635858	18.164458656510497	23.042094315663718	18.109710285021304	21.86060805367363	21.721335852637637	22.056413352802032	17.819916318514544	21.868057449098117	21.46020262258504
RIBC1	1	Q8N443	0.9942	21.875878720906147	22.123973046245634	17.126715453652125	18.25252394409621	22.63305446227505	18.432732003825684	22.043523536104814	22.24296614568644	22.468649721031984	17.86524998287296	23.426169723313727	21.875878720906147
RIC8A	4	Q9NPQ8	1.0	21.82032485167089	22.103151520659974	17.897782452114253	19.34712275657451	22.67075780605204	19.05488681061912	22.238688560911154	22.35553966345313	22.354441070566033	19.05164719293077	22.79324645551156	21.82032485167089
RICTOR	4	Q6R327	0.9993	21.129396397747687	21.469120036277197	16.66937349161886	18.80368369482276	22.113919582429077	17.69776146405857	21.702989953453386	21.65055019262832	21.884455578951005	18.40455286601476	21.924570741880302	21.129396397747687
RIDA	30	P52758	1.0	27.864349298257594	28.944333081298822	23.61305975674721	26.171854404602286	27.9334507292379	24.772088876227077	28.28179950357334	28.443080916466172	28.685959947558427	24.852513283865417	28.142571880484372	27.864349298257594
RIF1	4	Q5UIP0	1.0	20.127966971257646	20.038430701767506	16.006962511404964	17.383753191904656	21.545822042116324	17.018561930382727	20.353449155090132	19.818171560977394	20.396190590206814	16.245465204979308	20.494273247575485	20.127966971257646
RILP	7	Q96NA2	1.0	22.717929347822704	22.879938326457538	18.717760587002658	20.340897174528337	23.572749704005126	20.51583187356515	23.19503174635651	22.78872912122393	23.348355479684184	19.32185036685505	23.430599755759935	22.717929347822704
RILPL1	1	Q5EBL4	0.9984	19.98814163054694	20.073786691872492	15.949632379712757	17.132727219892224	21.388721808392823	16.95003888556785	20.629224635502382	20.362332978520033	20.625966606049673	16.80148786652212	20.530711018607747	19.98814163054694
RING1	6	Q06587	1.0	23.080658095320306	22.950092026746	19.91660065014197	19.7874738079069	24.728251133503374	19.626367192191715	23.434464407535106	23.25737591538049	23.43449295163221	19.667993339180814	23.176768301935883	23.080658095320306
RINT1	12	Q6NUQ1	1.0	23.503350519351976	23.744175698121715	19.789901093759454	20.859604440700743	24.52482652692536	20.21630669645725	24.060830137735497	24.100363103397466	24.153585834379623	20.41066706095183	23.966644181298655	23.503350519351976
RIOK2	1	Q9BVS4	1.0	17.894561445660784	17.74514911348548	15.051038933120928	14.852859778878116	18.951089383090995	16.438940180547526	18.520289964139014	18.87656845070053	18.33735359895249	14.95941373201976	18.364369138741186	17.894561445660784
RIOX1	6	Q9H6W3	1.0	22.526131220042213	22.361159688661516	19.297833021303145	19.695723170103214	24.08018711528654	20.02363870194768	23.184052306615712	22.874500326901188	22.873205153777157	19.536828556274017	22.996114681551177	22.526131220042213
RIOX2	2	Q8IUF8	1.0	20.815999612163036	20.638747943652298	16.524967843545667	17.953176407306604	22.011438760825104	17.66955184083742	21.47481546264248	21.48710619990034	21.061714708161155	18.43458112564709	21.29231116694731	20.815999612163036
RIPK1	20	Q13546	1.0	22.722926360422047	22.876488946470243	18.32332641958477	20.01438529848718	23.587034360315357	19.3337457224603	23.309147782369877	23.535869754128058	22.944002098987546	20.136014794832946	23.495534189270405	22.722926360422047
RIPK4	1	P57078	0.9913	18.41276763864517	18.376287498660112	13.794059590030143	15.674347323559589	19.538109329922214	15.188006543821139	19.15609287399021	19.007436548400396	18.952518439791778	15.311454960627731	19.253949749120917	18.41276763864517
RIPOR1	2	Q6ZS17	0.9985	19.7279437104421	19.955134714502357	15.400380396425206	17.17841046086889	20.52060001959287	15.903825500464539	20.08042680392849	19.842105189144057	20.491788004199268	16.050780021418937	20.81879291840984	19.7279437104421
RIT1	2	Q92963	1.0	21.67279731118932	22.440786320353737	17.817457404996613	19.489556571844183	22.258063391016293	18.2454992346112	21.66714911518172	21.677606743161434	22.368339512329733	18.184266995586178	23.09685927112146	21.67279731118932
RLN2	1	P04090	0.987	19.17775374649093	19.395597903912826	14.8658259468862	16.077414419879446	20.203654667479118	15.617915781792574	19.415408392860698	19.59373123899491	20.4769258930745	15.728189618782464	19.74660528396768	19.17775374649093
RMC1	2	Q96DM3	1.0	20.85084235371176	21.078064983727888	18.24359605427765	17.96428702369113	21.493859963865134	18.874999302038493	21.55981872161496	21.70531760441351	21.377110305026132	18.842384890458163	21.485067943799518	20.85084235371176
RMDN1	14	Q96DB5	1.0	25.173757974250133	24.863345233854204	20.486756717010678	22.017822206807136	26.619940965397046	21.94552206005846	25.753193713311436	25.5658654176292	25.7181131064309	22.04729831289557	25.55347987568056	25.173757974250133
RMDN2	26	Q96LZ7	1.0	25.302497673752335	25.28401748592913	20.679283317985252	22.363491057532002	25.238164781954936	21.774830292751112	26.048695938899385	26.28138313929455	26.386432943987028	22.766423654292673	25.77737462666391	25.302497673752335
RMDN3	21	Q96TC7	1.0	25.394127615673707	25.565693106219445	21.34896163364392	22.7554485071713	26.805431575323695	22.348137104143326	25.646833111298754	25.647087313858542	25.734710308641926	22.140760157753036	25.98673486093051	25.394127615673707
RMND1	13	Q9NWS8	1.0	23.34120341294289	23.616405573068192	18.99361708046917	20.831683194186446	24.454659981755945	19.885285064798527	23.80136882782655	23.609475562318025	24.112984786698714	20.27151553916322	23.987812536876373	23.34120341294289
RMND5A	2	Q9H871	0.9999	22.352929058085476	22.298593461450995	19.15504298391228	19.67229679672825	23.803934910338683	19.133094551115008	22.894256617161457	22.72561696133434	22.660397409285505	19.387232350429596	22.743976910703015	22.352929058085476
RNASE2	2	P10153	1.0	22.047579185991417	22.571494142709117	18.143979286909147	19.605018494794304	22.83773767880685	19.7480584366021	22.212487057939292	22.08527767892562	22.510480019909608	18.266339350460306	22.73006129299938	22.047579185991417
RNASE3	2	P12724	0.9831	22.414065250883482	22.3895570789141	18.53777254787923	19.526701674985127	22.72750199129814	20.309629399822544	22.62195916383805	22.418831414693333	22.898060409915526	19.040027278050474	24.17885339738368	22.414065250883482
