Index	NumberPSM	ProteinID	MaxPepProb	ReferenceIntensity	126	127N	127C	128N	128C	129N	129C	130N	130C	131N	RefInt_TMT10_FP18_chimerys
RACGAP1	5	Q9H0H5	1.0	21.688803929482635	21.141041127091054	18.109407184751134	17.996158641535953	24.057397454976943	18.64875221055772	22.01097456105704	21.33681806078795	21.226716622902416	18.069278225387084	21.146516642335392	21.688803929482635
RACK1	62	P63244	1.0	27.705797348257498	27.754448195485836	23.389188019987046	24.874802622656834	28.54739717504678	24.259986685449125	28.321156775066523	28.375419635242814	28.335057728627774	24.94365279929206	28.22246408054209	27.705797348257498
RAD1	2	O60671	0.9882	22.05563611731469	21.82835081462694	19.5939842059957	19.127670004987202	23.574285499484454	19.912816183101974	22.57350103432383	22.615380714477734	22.128053429915173	20.43208126861901	21.700025450202137	22.05563611731469
RAD21	19	O60216	1.0	23.616434550134027	23.310143566064227	19.44883373540476	20.471695114283943	25.20382485214045	20.46468370519437	24.103177675753585	23.778917080016974	23.775813646956546	20.218382197572055	23.806627683613605	23.616434550134027
RAD23A	7	P54725	1.0	23.76433021795622	23.846904492395733	19.221225540812025	21.12106583238133	25.37343650551564	20.565934952959164	24.156322529383583	23.68422450401901	23.9318197635951	20.322518238150824	24.506855494238525	23.76433021795622
RAD23B	32	P54727	1.0	27.118722617296925	27.45456519950013	23.07379360132587	24.618096394125363	28.414596856462076	23.87276822158446	27.5800138750791	27.555898618759212	27.67573655319337	24.145035559260073	27.40361071792699	27.118722617296925
RAD50	39	Q92878	1.0	24.844080306497617	24.806083579497763	20.657811135919165	22.128262232712743	26.093969144252092	21.62120456776944	25.516331085396153	25.44046649752842	25.350145382058106	22.09909177252024	25.35266626153884	24.844080306497617
RAD54L2	2	Q9Y4B4	1.0	21.745912412627884	22.287863533402078	17.892827414182086	19.50312217461628	21.60199730506233	18.59731013253456	21.787815854328336	21.900580316283392	22.749836545983506	18.574035720488496	22.799529396026323	21.745912412627884
RAE1	11	P78406	1.0	22.41104980218287	22.510021652960393	18.36282446395596	19.59619068091231	23.60372593696943	19.33512191919637	22.868011411891427	22.818521060691697	22.74390120406005	18.976573092698555	23.001802156509676	22.41104980218287
RAF1	4	P04049	1.0	23.010591616856157	22.90362879391412	18.538522251860723	20.3383237264268	24.662143868609125	19.930222774869524	23.502959789970962	22.962420113121787	23.4288773154833	19.61701911466974	23.619731159952448	23.010591616856157
RAI14	28	Q9P0K7	1.0	23.808902461739653	23.897458550789388	19.554116198495866	21.21321523715166	24.972878429113262	20.297343595716832	24.078970469779662	24.032853773687485	24.55663675413464	20.59842676630033	24.671241011064996	23.808902461739653
RALA	6	P11233	1.0	24.256560347739324	24.021096475858776	19.78820813138212	21.397478462826427	25.699853280136917	20.528104312385974	24.530342781272754	23.832532640660236	24.638314167196604	20.74883225812345	24.776410286097104	24.256560347739324
RALB	18	P11234	1.0	25.25136107608664	25.240826558221137	21.14706904955462	22.450868429255948	26.716167211333183	21.761169684278567	25.755967412287927	25.35891157829644	25.957308679218478	21.989572063081958	25.6706736148018	25.25136107608664
RALBP1	7	Q15311	1.0	21.650339587251562	22.124039502011932	17.3838118099671	19.260105132837992	22.234533707544802	18.48235293318354	22.078373172186435	22.054703033288455	22.314599612106058	18.516100980176503	22.822089337012184	21.650339587251562
RALGAPA1	4	Q6GYQ0	1.0	20.26110843171844	20.397075414643897	16.266836907263265	17.457949055939437	21.903326950758327	16.87371885997754	20.90225406583077	20.498676840708324	20.548581794561578	16.913231406243945	20.762593110148078	20.26110843171844
RALGAPA2	11	Q2PPJ7	1.0	21.932730159636566	22.12122007060104	18.36727528493978	19.26644999127657	23.11979712858203	18.87743280127825	22.469428507665544	22.368946872305752	22.563894095446738	18.944483882474337	22.50104608443981	21.932730159636566
RALGAPB	13	Q86X10	1.0	23.36800488039006	23.46172529785835	19.553624795663318	20.493107497355354	24.776085811419954	20.358106120253993	23.95814521799538	23.754453525764337	23.839115437584383	20.258163540689694	23.90783667610923	23.36800488039006
RALGPS2	4	Q86X27	1.0	21.089775890895908	21.316922149036202	16.848665159853873	18.570759913485457	21.82615219100793	17.576277778801682	21.64502821799054	21.78467373316443	21.433469370926453	18.547516670851433	22.015195909155366	21.089775890895908
RALY	19	Q9UKM9	1.0	26.370097520090496	26.046111364227038	21.946429659208768	23.11222432994353	28.371519701841006	23.060832481835725	26.920911675170196	26.35928745481199	26.39913730801151	23.131817384658156	26.54749190810115	26.370097520090496
RAMAC	1	Q9BTL3	0.9964	20.51407797794419	20.645173631206074	16.15944522958283	17.785793224638695	22.13614838997354	16.69526845965118	21.348180097627697	21.27283755548981	20.74110829181009	17.76871897261634	20.121423008262568	20.51407797794419
RAMP3	1	O60896	0.9847	20.434726227849033	20.450760910758724	19.369213791831722	18.114760947385815	20.834315905160924	21.02941211125752	20.710494030170857	20.76551607883751	21.01103456461137	18.833552352035507	20.688708608174565	20.434726227849033
RAN	19	P62826	1.0	28.251264849679355	28.059162070336523	23.38508700070361	25.465572195919908	29.897884619824687	24.617358362730357	28.77937294273209	28.720184890828087	28.41999691752714	25.48369818376765	28.388973258428305	28.251264849679355
RANBP1	8	P43487	1.0	25.23768260672685	25.441661944836437	20.484758469107007	22.63291094229333	26.794149428961482	21.460074256804898	25.528855184118804	25.574943396485786	25.43693162335604	22.031157465621355	25.630536117112875	25.23768260672685
RANBP10	4	Q6VN20	1.0	22.077526474366064	22.05202885950728	18.14035687697905	19.173011614721233	22.699898632194664	19.20200817228303	22.631422967996727	22.79712386060134	22.932377657096232	19.115545987537736	22.93682047872108	22.077526474366064
RANBP2	58	P49792	1.0	24.27782320415547	24.38684680322145	19.903915524849662	21.574080072979353	25.753226764291643	20.665799066334856	24.790585384078696	24.521911999969586	24.544392409022397	21.079021050799227	24.91409091898233	24.27782320415547
RANBP3	8	Q9H6Z4	1.0	22.5631574032131	22.400174056530286	18.500779612460114	19.659718693701667	24.184588772491917	19.372861222663623	22.96091836097546	22.72909565612103	22.98997677108723	19.475014956806195	23.141962155198648	22.5631574032131
RANBP6	2	O60518	0.9999	17.960696561162944	18.602443983602893	13.388070571440881	14.84377260964105	19.216789757187506	14.866773933897111	18.132614795144757	18.418480370661023	18.05298523790309	14.157172006241112	18.527269863505406	17.960696561162944
RANBP9	7	Q96S59	1.0	22.60748523317628	22.709043202811827	18.478507659818778	19.632898120374616	24.25218897377801	19.349325201453894	23.21250953388632	22.90119171924994	22.892002921696367	19.83696106749692	22.88668697075355	22.60748523317628
RANGAP1	16	P46060	1.0	23.3506023188328	23.5761205307772	19.818862735363385	20.88444034460329	24.61997824902856	20.23561601254088	23.744571257019317	23.73401847330891	23.575480590604254	20.395413143977187	24.189945358135393	23.3506023188328
RAP1A	7	P62834	1.0	23.942211519667246	24.144347418946694	20.0107076792904	21.017299211196327	24.923950659632673	20.429448941296606	24.475577703925563	24.390400896286806	24.715577894519306	20.72772624836849	24.257867427211377	23.942211519667246
RAP1B	31	P61224	1.0	26.957329503376222	27.200650718007815	22.87560451091023	24.351052914359755	27.961560270720916	23.651000589078603	27.663167363397513	27.474029438055446	27.616213873033217	24.109166602652127	27.415141739685822	26.957329503376222
RAP1GDS1	17	P52306	1.0	23.45935165728086	23.864694316870455	19.515795263970062	21.027155315676225	23.934971344934553	19.99462601833959	23.965979822216536	24.264086032536117	23.96476629686386	20.8555510272973	24.471574042422176	23.45935165728086
RAP2A	2	P10114	1.0	21.04395973497433	19.866529711194108	16.36254676902921	17.273126380398107	22.833334828977826	17.865594910695393	21.707862743048146	19.50240101508126	20.685370531946948	17.896749831137488	21.64915048074857	21.04395973497433
RAP2B	5	P61225	1.0	22.81957016980998	22.88898282700828	18.479694765228498	20.440880385251955	23.671407358707523	20.053911419144214	23.618025519772825	23.462741111218577	23.529762970017188	20.289687206282586	23.3272038163241	22.81957016980998
RAP2C	9	Q9Y3L5	1.0	24.78623013693083	25.085182464113718	20.778897685401393	22.101756570017606	25.615941580834892	21.38474205656923	25.470736096582243	25.411922782504778	25.466862479757218	21.95640335452068	25.43299298033478	24.78623013693083
RAPGEF4	1	Q8WZA2	1.0	20.265468959023767	20.954090994446492	16.448792410370654	17.537691926856134	21.229170180939448	17.72945931450945	20.841950013040393	20.69734271806506	20.81884163794617	16.508199139348328	20.998343765303417	20.265468959023767
RAPH1	22	Q70E73	1.0	23.72203907288247	23.73739844548362	19.282239868871933	20.963291100411737	25.341117928903238	20.5420599506715	24.046221471011282	23.73020097244349	24.154647385196636	20.25156958519937	24.290899446976294	23.72203907288247
RARS1	43	P54136	1.0	26.55214450873635	26.662984010349867	22.71033368282468	24.014962187471394	27.302786288815003	23.4097916720253	27.19140905660451	27.39906901484251	26.961733570214353	24.087621041569978	27.176529772465315	26.55214450873635
RARS2	7	Q5T160	1.0	23.59048808340833	23.812557427822718	19.31717080413468	21.007561413209228	24.911128397616988	20.84659240377911	24.154364543235044	23.90683616392316	24.246599382758667	20.778630618937814	24.16245911885239	23.59048808340833
RASA1	2	P20936	1.0	18.300575327463246	18.614193349048904	NA	15.61849997292605	18.96253579472308	14.765445534491272	18.728193748765605	18.746587290305094	18.81990733241661	15.322229790508588	19.02544538218821	18.300575327463246
RASA2	8	Q15283	0.9999	22.2800952310479	22.525952444057822	18.091280118906784	19.724964271851192	22.95680694747397	19.126846875857893	22.869567139973586	23.04225982531096	22.900457400645443	19.708316502462345	23.080799777418825	22.2800952310479
RASA3	2	Q14644	1.0	20.02810638395385	20.188059511574764	15.942253502761606	17.295116682277133	20.986199604051023	17.334737058591877	20.662529016019146	20.412765581665777	20.84850518473683	17.340624032897935	20.82778192418988	20.02810638395385
RASAL2	2	Q9UJF2	1.0	19.44516659715479	18.34710149411416	16.810757578248666	16.694354153872208	20.71367440935191	16.27155146278798	20.34873651112291	19.098951457842627	19.26403152623171	16.218019623352255	19.59638075265819	19.44516659715479
RASAL3	2	Q86YV0	1.0	19.822095950911418	20.196016105102316	15.554187065501111	16.94581702817698	20.332800078525967	16.260639799879893	20.458666220641632	20.681359470119173	20.543066610151097	17.17366385745261	20.598997102115142	19.822095950911418
RASIP1	13	Q5U651	1.0	22.944559006543702	22.75963097644035	18.63943106154382	19.848341783370003	24.602917402342424	19.895939024786756	23.38008250488601	22.98688020868284	23.275281722585884	19.448833637496048	23.506821366695554	22.944559006543702
RASSF1	1	Q9NS23	0.9822	18.337724461463473	18.957631935020512	NA	15.347937940488428	19.46757870188612	15.321973790937568	18.636545365943338	18.494516993161493	18.90053805197906	14.14533180640341	18.537522434784808	18.337724461463473
RASSF4	1	Q9H2L5	0.9985	18.886905722988377	18.142065226531905	14.10978766822814	15.500000119211716	20.18220757099748	15.008508512392712	19.946521787846553	20.03668224513829	19.19104268449748	16.5683200405197	18.902123414876844	18.886905722988377
RASSF7	1	Q02833	1.0	18.417709353849784	18.13757548645528	18.725239734861326	15.489026415499415	19.33558742644831	18.78012460490208	18.231982257277352	18.30959909645654	18.31884486402797	18.62162804041617	17.98341198558149	18.417709353849784
RAVER1	4	Q8IY67	1.0	20.98547226656801	20.641368842446475	17.000224402714387	18.385547854415478	22.20730699440468	17.68951729897568	21.49485998776136	21.416960225724992	21.07712670081515	18.132178330723015	21.99074903637894	20.98547226656801
RB1	2	P06400	0.9843	20.027006947023533	20.063727212565315	14.843875111002005	17.4819959782683	21.241285589443418	16.23842201659647	20.520827507877424	20.743740958033793	20.469131228467962	17.569944827634632	20.82980204434111	20.027006947023533
RB1CC1	2	Q8TDY2	0.9997	19.674041487801578	19.86575566907189	15.631872645962396	16.849513647943976	20.759549391167404	17.135742982082	20.04933788283578	20.487277693908684	20.558926319533366	16.755899778335376	19.920442369794035	19.674041487801578
RBBP4	15	Q09028	1.0	25.791539147267066	25.69921412128345	21.359366540572555	22.873658771379628	27.571657886334656	22.114171643041846	26.32562868717829	26.185439073305172	25.72538810027137	22.667399813170533	25.95122502261645	25.791539147267066
RBBP5	3	Q15291	1.0	21.55564529225226	21.241425237811924	17.128131176918817	18.533028149748162	23.185802607164064	18.390046499179967	22.145580906525492	22.03874634090984	21.893892208582738	18.507924173969965	22.0661805898297	21.55564529225226
RBBP6	3	Q7Z6E9	1.0	22.01988248226512	21.6010683825906	17.874629967209554	19.119472961649716	23.89601054860212	19.337420224923093	22.610181084031527	22.36665814652742	22.013243588523157	18.918594626109275	21.983174983377797	22.01988248226512
RBBP7	6	Q16576	1.0	22.614592623125656	22.803543627772548	18.699381622864454	19.526592056782096	23.832434372567782	19.67088405677576	23.230314342593307	23.168724430466487	23.36596880106812	19.232691321402903	23.039000971435076	22.614592623125656
RBBP9	16	O75884	1.0	25.08633320995679	25.04378953278102	21.69589690472588	22.34675218898644	25.709629629749454	21.867048170385406	25.513027247780137	25.846301040407667	25.248838011976808	22.714232032260135	26.216335758653564	25.08633320995679
RBCK1	9	Q9BYM8	1.0	22.090718839931572	21.772641552740406	18.11718787917779	18.94762236176274	23.546999541016227	19.07541807190296	22.770909445225577	22.624307695819837	22.37936775014918	19.58625093894497	22.515772508346135	22.090718839931572
RBFOX2	4	O43251	1.0	21.194909679193202	21.496427049882342	16.98967486641886	18.30023906037432	22.68920076022525	17.869510643864302	21.696004861235455	21.631046604345425	21.44621448492101	17.911656143287747	21.702397854162417	21.194909679193202
RBKS	7	Q9H477	1.0	23.886809165187778	24.86948478300564	19.622067127712544	22.427266716211268	24.075082584904102	20.197433611106796	24.36549352026638	24.526129167910387	24.90971486884178	21.386743021196406	24.189814034517354	23.886809165187778
RBM10	19	P98175	1.0	22.5225628545897	22.50026016760499	18.580832634355758	19.53995286759077	24.02094325909249	19.676186639212002	23.105541096377685	22.92629694746671	22.96361974916958	19.47754464397566	22.905403261651248	22.5225628545897
RBM12	16	Q9NTZ6	1.0	23.90618231187168	23.92283779792081	19.825009287702713	20.90246729144994	25.443368680693403	20.72142266198679	24.48545250949982	24.293378554182063	24.092592541199284	20.74245726248138	24.377023583741636	23.90618231187168
RBM12B	23	Q8IXT5	1.0	24.536328192857997	24.193801547333	20.33264365014926	21.42732879174073	26.215723277269355	21.6742714583387	25.124398568478156	24.681881690101044	24.775112204953576	21.659747432616292	24.79697419327545	24.536328192857997
RBM14	39	Q96PK6	1.0	26.010775165224796	25.508188348089927	22.036062582367734	22.839195097145556	27.921613211954323	22.850656818889725	26.50175547793129	25.985148857412838	26.12261312623696	22.753673560785316	26.19224464562518	26.010775165224796
RBM15	15	Q96T37	1.0	22.783885919501557	22.547809907118804	18.859579506517772	19.83566254421916	24.35802311829762	19.477559782855185	23.355346159913502	23.04093493142055	23.115708868574686	19.647389217968627	23.15938416378448	22.783885919501557
RBM15B	6	Q8NDT2	1.0	21.460450714916572	21.318408233788404	17.107303692175094	18.286386754838468	23.486391730380056	18.19437246066207	21.9598574207152	21.30156486901989	21.542274849949617	17.89682716569761	21.596434943591273	21.460450714916572
RBM17	10	Q96I25	1.0	23.82871125097942	23.7683017087734	19.257494592518	20.739066717903846	25.654931418346052	20.30974065321944	24.29011024231217	23.96237493099019	24.019679065081814	20.467335935912807	24.33548737728583	23.82871125097942
RBM19	3	Q9Y4C8	0.9996	22.371969684488555	22.399804209068915	19.094114927475054	19.301543820185493	23.74841802168187	19.49348718637776	23.06834888566683	22.76932362029217	22.626452902435584	19.63368238847416	22.865590992930738	22.371969684488555
RBM22	7	Q9NW64	1.0	23.979845866887295	23.724675609073053	20.093520276719573	20.889137614422225	26.07970627087872	20.735537321827838	24.347497138908178	23.428857625810632	23.87853432399725	20.534664078695315	24.25526649229671	23.979845866887295
RBM23	1	Q86U06	1.0	17.50592703286282	17.546352492806893	14.20298465486344	14.625555672834837	19.051985975858223	14.14700794270489	18.27401976115959	18.037223189599644	17.928066529614206	14.485562850782419	17.650488251576515	17.50592703286282
RBM24	1	Q9BX46	0.9987	19.24766890735705	19.399146704932512	15.416473845455828	16.900947652868037	20.915965048690595	16.670058446208422	19.582657354399917	19.098539197841912	19.785384153762827	15.45243108475364	19.91639680919611	19.24766890735705
RBM25	16	P49756	1.0	24.210723088327406	24.2374012260777	20.00710223468829	21.225179468957	25.761659724784632	20.922249498954304	24.76732854992969	24.47108853153761	24.534878360087905	21.023747461132313	24.941958003878028	24.210723088327406
RBM26	12	Q5T8P6	1.0	23.006801966542685	22.97275429808954	19.148589915673213	20.241981705000796	24.43226406457855	19.972869526194316	23.45805698428502	23.326919004785108	23.388222292677938	20.265271965121276	23.698406512078193	23.006801966542685
RBM27	8	Q9P2N5	1.0	22.180724801821697	22.108892080966385	17.95835306882888	19.242318928002824	23.77779232360399	19.05523790943494	22.618537682984552	22.3320619879947	22.71495469722901	18.80747592154268	22.678826586475104	22.180724801821697
RBM28	14	Q9NW13	1.0	23.14515687164576	23.10859971229061	18.94882624902699	20.03014682469101	24.861502935909606	19.653424086315837	23.74046197257575	23.390044402904948	23.40769345217982	19.975196309930848	23.353723457301076	23.14515687164576
RBM3	14	P98179	1.0	22.83807334543717	22.43542748886321	19.17981971252418	19.730176619863578	23.500211049635464	20.030707663457417	23.897793943087176	23.809910574490804	23.05351600972605	20.747134001541735	23.03922765420589	22.83807334543717
RBM34	8	P42696	1.0	21.9585129070499	21.76832735457986	18.328598835975207	19.10128322267929	23.862316642179128	18.9796967958546	22.608006789971235	21.94803184118837	21.922673422650092	19.38992941062499	22.195573739821896	21.9585129070499
RBM39	28	Q14498	1.0	25.521815589653777	25.055640235732323	21.531302507851784	22.442482926203105	27.35114180231894	22.14758821237961	25.887294368631697	25.40027468868084	25.5198272568226	22.067067906489573	25.882749195803214	25.521815589653777
RBM4	17	Q9BWF3	1.0	23.62429067572148	23.296022262832484	19.72656882715573	20.577147266848883	25.558476135947327	20.51521369512873	23.994644984413952	23.730174891316494	23.82519879011258	20.391120484010965	23.926541715011187	23.62429067572148
RBM41	1	Q96IZ5	0.9875	18.64843179477912	18.35987354630335	13.440393996990961	15.866579741492377	20.44088108279217	15.435487132076958	19.43788218120154	18.891968246241863	18.99527075150988	15.323918935331665	18.853888058724824	18.64843179477912
RBM42	5	Q9BTD8	1.0	21.144438570753255	21.074348484912548	17.217323923072065	17.5755969516529	23.029586981292443	17.618980115662332	21.63288421887855	21.390650273167296	21.43143385977997	17.391749670935788	21.557165649797362	21.144438570753255
RBM43	2	Q6ZSC3	0.9997	21.143730339133647	21.452536729435295	17.23010985159614	18.521909198012008	21.936249047394334	18.267215569830093	21.69727751203608	21.819830304938908	21.860694897698085	18.39745573246873	21.842281835558573	21.143730339133647
RBM45	3	Q8IUH3	0.9983	20.93598762222147	20.881470683842178	17.190131806361247	17.938331074923564	22.24130269215063	17.977439350737495	21.773570533132553	21.562651649235466	21.247988512221557	18.291348708944838	21.27603055241066	20.93598762222147
RBM47	16	A0AV96	1.0	23.79264861580309	24.054948855323595	19.69287773279977	20.907380704019772	25.068008196303346	20.511360049772964	24.371282677254282	24.29055990849853	24.22020492786046	20.77073241271529	24.221287334342104	23.79264861580309
RBM5	9	P52756	1.0	21.47624035588563	21.318410809963428	18.043124271333546	18.775378120650892	23.02684056808934	18.52070388816684	21.794224081589306	21.5585728031413	21.91873324982671	18.65433739568954	21.777683196697232	21.47624035588563
RBM6	12	P78332	0.9999	26.35620983954755	25.985755410037328	22.30392762217076	23.235481272056063	28.21246138357222	23.436398737362506	26.81642286573225	26.320979376147147	26.612960919559267	23.179232481189644	26.70050208733664	26.35620983954755
RBM7	2	Q9Y580	1.0	20.313221240599198	20.221769789278117	16.089097390477214	17.75435397435222	22.16069649427835	17.350958332401426	20.57631366066429	20.047890036957945	20.70463291677973	17.09132500306403	21.024811251037168	20.313221240599198
RBM8A	11	Q9Y5S9	1.0	24.878003307225107	24.645187854386407	20.826764932938886	22.025609025788288	26.452074646528022	21.76304132750644	25.61659509691028	25.325537529648223	25.018842197434672	22.107655768993766	24.99310258098732	24.878003307225107
RBMS1	2	P29558	1.0	21.56283922043421	21.607404730065227	16.51351373967316	18.460645116464832	22.716019931896636	17.773943862604245	22.248047815351622	22.217079080922904	22.066839319996237	18.368410413419046	21.942938848153183	21.56283922043421
RBMX	52	P38159	1.0	27.052837298558146	26.28598970705548	22.8577263023863	23.699146040383795	29.092362668845553	23.82990563985985	27.583471088629985	26.992626580956284	26.924970514089505	24.02315120662591	26.767848621014636	27.052837298558146
RBMX2	4	Q9Y388	1.0	21.746698117148913	21.216215014783515	17.11530466477852	18.418296513244933	23.78297501890925	18.072687410037286	22.248803824364053	21.651234169049356	21.901973708646832	18.138316681575347	21.985541397389433	21.746698117148913
RBMXL1	5	Q96E39	1.0	26.8958166059138	27.118925999075568	22.39270760895835	24.412321250446634	28.292128707019156	23.446941642752723	27.569217608323967	27.58362558853784	27.55324142758728	23.936177512527717	27.293691441000828	26.8958166059138
RBP1	15	P09455	1.0	25.291800714447156	25.606215350286575	21.978953288011258	22.71721762259197	25.253757345284736	22.105548837661722	25.223122701071638	25.54149859240017	25.4702330914549	22.210838638650362	27.123777974066318	25.291800714447156
RBP4	45	P02753	1.0	27.097883383685325	26.995113202823546	23.42351599592864	24.369875937438472	28.291283958273006	24.160704935314477	27.555061879223164	27.539812130466625	27.706343843105707	24.301803251008106	27.32390193177164	27.097883383685325
RBP5	6	P82980	1.0	23.310465872779638	23.481214740080052	21.41594628104929	21.148157743395178	24.29021086234185	21.206956051053687	23.633372972417288	23.341392372206645	23.761054275355146	20.508217233404775	24.333958552938697	23.310465872779638
RBP7	3	Q96R05	1.0	22.183975199923808	21.233453995938007	18.0913610763403	18.69246888570631	24.030022564424492	18.40524294207263	22.511844428247507	22.69806231434488	22.12402367495817	19.51536235463611	22.59535118999416	22.183975199923808
RBPJ	3	Q06330	1.0	22.857239249794098	22.88467388617565	18.294095593591166	19.555875838223145	24.717494397459895	19.9123413149386	23.503464403872748	23.260324053714804	22.898911281027637	19.97185094697262	23.091787672747923	22.857239249794098
RBPMS	2	Q93062	0.9955	21.621471359744348	21.70211908820856	17.641335660496072	18.865664067905488	22.795136414520204	18.45306947982939	22.0201369498231	21.908331743952985	22.22276537400513	18.451866605278695	22.685697047207167	21.621471359744348
RBSN	2	Q9H1K0	1.0	19.31964626415504	19.3741904017625	15.321660723249469	16.600305569218126	20.496635806772783	15.943373824254328	19.813324216377723	19.737037428046985	19.839053534132667	16.319428646769072	20.332731026298426	19.31964626415504
RBX1	3	P62877	0.9967	22.904565886345104	22.209723806706887	18.991753449735594	18.964956547883933	23.96059787908342	20.08338467815376	23.355052334532914	23.713817932683	23.743507147450416	20.487405126823784	23.676391612952667	22.904565886345104
RCC1	19	P18754	1.0	25.109386738937214	25.064408992713332	20.893448680864694	22.249864066307143	26.674958555658858	21.8005795183106	25.499168296818166	25.153702805266335	25.545867697769637	21.689505940167308	25.59513957906868	25.109386738937214
RCC1L	6	Q96I51	1.0	21.92215943531858	21.97173086029628	18.22514095470863	19.242044075074247	23.285437192476024	19.40224965375238	22.366450830272818	22.432561485361287	22.483213036421347	19.27811608252785	22.578837984851425	21.92215943531858
RCC2	13	Q9P258	1.0	23.56961980428111	22.896380227405448	19.308975219654094	19.891187750789992	25.51719185993519	20.317811212892835	24.106067529997304	23.846007218765013	23.585256714062147	20.517239806734207	23.79179911873316	23.56961980428111
RCL1	4	Q9Y2P8	0.9997	21.443425510183637	21.505150586579198	17.170649696647764	18.43387741427257	23.04978651626294	18.457879481763918	21.96872206360522	21.692065805867696	21.977683628475134	18.172122949512268	21.946062264715195	21.443425510183637
RCN1	40	Q15293	1.0	26.61660215514522	27.39791278316638	23.0043562061866	24.620488534302883	26.46670745284558	23.381030628936504	27.37345157874642	27.27210687380624	27.532458405315218	23.756595195421163	26.98020297804471	26.61660215514522
RCN2	22	Q14257	1.0	23.603866495895517	23.383649839205958	19.2200343876498	20.51623249216411	25.11640709698395	20.323023948795658	24.36359778542375	24.051778369488584	23.994976534896757	20.46253463705492	23.6081297828648	23.603866495895517
RCN3	2	Q96D15	0.9989	20.415439210453627	20.474346703453147	17.32408535932047	17.846813401435618	21.59904122584878	18.36250150007453	20.983285567959655	20.578355995540985	21.062061397392263	17.707078341258097	21.256708071546605	20.415439210453627
RCOR1	8	Q9UKL0	1.0	22.077474525761026	22.034716976477863	17.446806837547715	18.99226573045069	23.668975739467268	18.75554391112498	22.55594366470456	22.519662194044784	22.519363169509845	18.786620556973823	22.341332983475	22.077474525761026
RCOR3	3	Q9P2K3	1.0	20.587073498686518	20.335626561728763	15.665872492916465	17.487545650293665	22.377068783938217	17.492833288299117	21.001221442503034	20.98399435018797	20.72815158651706	17.28765849382996	20.53476640291588	20.587073498686518
RDH10	5	Q8IZV5	1.0	24.455210504352557	24.403870446633757	20.51607679426313	21.030937368862563	25.56782269572321	22.217069337760087	25.07858503722956	25.326127133408775	25.14292837793379	21.803619161010687	24.883656423440797	24.455210504352557
RDH11	14	Q8TC12	1.0	25.876786793134706	25.989723237744915	22.201117614398473	23.177465613633505	26.328209440566315	22.678064325850077	26.439317775982037	26.50041603294821	26.713278089732256	23.230205381445618	26.663781797716	25.876786793134706
RDH13	9	Q8NBN7	1.0	23.687268784186212	23.936110865467594	20.11347542998628	21.082510723661414	24.560760403199282	20.94315737458393	24.10258804672973	24.00291224477303	24.450100364545964	20.801767506810766	24.376728365304057	23.687268784186212
RDH14	11	Q9HBH5	1.0	24.687620094689827	24.61014768660268	20.586435044511457	21.992197225057893	25.707504655750224	21.43914063530385	25.392668402220686	25.346802685938293	25.304740283380596	21.893229238947548	25.375637878948936	24.687620094689827
RDH16	68	O75452	1.0	28.293542729030328	28.80922308152279	24.267244693686653	26.098991314160248	27.814232098218895	25.136598867999965	28.220922824388655	28.228981888070717	29.765329133840176	25.018357903844695	29.3784567466019	28.293542729030328
RDH5	7	Q92781	1.0	22.02734719382563	22.796321058670785	19.284598241184373	20.06943671504086	22.067426306787382	19.665390602777823	21.96473866201352	22.010210662530774	23.49892111170912	18.605207767962185	22.949346033517102	22.02734719382563
RDX	41	P35241	1.0	26.877589447473262	27.243349782368327	22.84251448639337	24.523510937338482	27.411233620721696	23.556482927914825	27.314003181337334	27.384016394117054	27.608895443885142	24.032898751709297	27.718056925312375	26.877589447473262
RECQL	23	P46063	1.0	24.494791214559235	24.22475729851502	20.170416614778134	21.145415713149458	26.095420712768377	21.209598407004762	25.118652705530224	24.981756775534702	24.719686113353163	21.341754571970252	24.805917819677575	24.494791214559235
RECQL5	4	O94762	1.0	21.44619276675213	20.98102626861191	17.52226808893007	18.093366199926205	23.55504346923202	18.32498604595206	21.901946120728905	21.283115726994286	21.30835920964535	17.96623742696439	21.61026043730527	21.44619276675213
REEP3	2	Q6NUK4	1.0	20.220359217534835	20.182963838350314	15.516351972891025	17.439824795828283	21.711079082780536	16.920165160971177	21.050094341401607	20.292002623238343	20.844378284700184	16.2911713038994	20.58574040755324	20.220359217534835
REEP4	1	Q9H6H4	1.0	18.943789146797513	19.020658422876632	14.511692041645096	16.102726697413498	20.460395938031066	15.505780740921534	19.593413197775334	19.452553990595014	19.38072862335926	15.857317360094733	19.369141792991527	18.943789146797513
REEP5	19	Q00765	1.0	27.348568300536748	27.388557494922896	22.78646279002237	24.365682112005906	28.134456205013965	23.88995313573615	27.901735233141697	27.921260920240304	28.58088559802841	24.490453895055094	27.74770274680463	27.348568300536748
REEP6	9	Q96HR9	1.0	27.561710971527578	28.40838961486868	24.377895948881303	25.79069517541981	28.083694064513413	25.692242960984718	27.22264124110374	26.89617573982143	28.818023148274968	23.97242779480682	28.523071015800625	27.561710971527578
REG1A	3	P05451	1.0	21.609652571302043	21.363273465381862	17.51915201810229	18.17635407075494	22.16419063468622	18.520730373196553	22.440850271364866	22.951122358709657	21.64977483580142	19.02453139343846	21.87296703749086	21.609652571302043
